Avaliações
"Tudo adequado apesar das baixas temperaturas a que o AC existente (4 aparelhos) teve de enfrentar."
"Casa tradicional recentemente renovada com todas as comodidades necessárias para uns dia bem passados. Uma pequeno sala de estar, dois quartos, uma sala de refeições e uma cozinha tornam esta pequena casinha de cores amarelas uma muito boa opção para ficar em Beja. Dispõe ainda de um terraço que permite uma visão do horizonte a nascente."
"Não há nada que não tivéssemos gostado. A casa é simplesmente muito agradável, tanto em termos de localização quanto em termos de conforto!"
"A localização é muito boa! A casa é muito agradável, limpa, organizada! As camas, confortáveis! Os anfitriões muito simpáticos e cordiais. Estiveram sempre em contacto connosco para que, ao chegar, não tivéssemos que esperar para receber as chaves; já lá estavam estacionados à nossa espera. Muito atenciosos!"
"Momentos em que havia algum mau cheiro na casa de banho (canalização) e alguma humidade em algumas paredes"
"Gostámos muito da casa em termos gerais. Excelente localização, local sossegado à noite, limpeza, simpatia da proprietária."
"Casa muito cómoda,  com boa localização,  anfitriões muito simpáticos. A repetir!"
"Decoração muito bonita. Boa localização."
"Nada a apontar."
"Alojamento impecável, localização excelente em rua calma perto do castelo. Limpeza impecável e anfitriã simpática e acessível. A estadia foi excelente, recomendo e iremos voltar concerteza."
"nada"
"Muito simpática e acolhedora. Tem tudo o que é necessário para passar uns bons dias."
"Nada em especial"
"Da casa em geral"
"Boa localização para visitar o Baixo Alentejo. Arquitetura e decoração. Facilidade de estacionamento. Proximidade ao centro histórico."
"Simpatico, acolhedor e boa localização. A simpatia de quem nos recebeu, Casa típica e ideal para estar com a familia. Perto do castelo e a 15 minutos do centro, a pé"
