Avaliações
"Tudo perfeito!"
"Sitio calmo, boas condições, um espaço espetacular para passar um bom tempo, calmo e dá anos de vida"
"havia um recipiente mal lavado"
"Óptima relação qualidade/ preço."
"Uma estadia muito acolhedora, dispõe de tudo des Wi-Fi, churrasqueira, área da bom lazer, ar condicionado, etc, muito bom para quem gosta de paz."
"Gostamos muito da aldeia, do sossego... É óptimo para desligar de tudo. Aconselho vivamente para quem quer um sítio para descansar e relaxar"
"Nada"
"Óptima estadia, o José e muito simpático e recebeu nos muito bem."
"Casa bastante funcional, decorada de maneira simples com muito bom gosto."
"Nada a apontar. Só uma sugestão aos senhorios: colocarem o nome da casa A casa do avó Zé na porta."
"É uma casa muito acolhedora e com tudo o que é necessário para passar uns dias para descansar. Adoramos o terraço, a tranquilidade do local e a simpatia das pessoas que nos receberam."
"A casa é espectacular, o terraço acolhedor. Aconselho vivamente."
